;GHI
5782;0
5783;0
5784;0
5785;0
5786;0
5787;0
5788;0
5789;0
5790;0
5791;146
5792;389
5793;628
5794;819
5795;938
5796;987
5797;950
5798;836
5799;652
5800;430
5801;178
5802;0
5803;0
5804;0
5805;0
5806;0
5807;0
5808;0
5809;0
5810;0
5811;0
5812;0
5813;0
5814;0
5815;152
5816;397
5817;638
5818;822
5819;941
5820;956
5821;894
5822;801
5823;639
5824;350
5825;180
5826;0
5827;0
5828;0
5829;0
5830;0
5831;0
5832;0
5833;0
5834;0
5835;0
5836;0
5837;0
5838;0
5839;105
5840;216
5841;548
5842;773
5843;905
5844;962
5845;869
5846;759
5847;457
5848;127
5849;42
5850;0
5851;0
5852;0
5853;0
5854;0
5855;0
5856;0
5857;0
5858;0
5859;0
5860;0
5861;0
5862;0
5863;166
5864;395
5865;613
5866;792
5867;923
5868;971
5869;927
5870;790
5871;609
5872;402
5873;166
5874;0
5875;0
5876;0
5877;0
5878;0
5879;0
5880;0
5881;0
5882;0
5883;0
5884;0
5885;0
5886;0
5887;161
5888;413
5889;646
5890;832
5891;941
5892;978
5893;918
5894;801
5895;621
5896;411
5897;174
5898;0
5899;0
5900;0
5901;0
5902;0
5903;0
5904;0
5905;0
5906;0
5907;0
5908;0
5909;0
5910;0
5911;164
5912;420
5913;652
5914;809
5915;900
5916;864
5917;871
5918;808
5919;637
5920;418
5921;170
5922;0
5923;0
5924;0
5925;0
5926;0
5927;0
5928;0
5929;0
5930;0
5931;0
5932;0
5933;0
5934;0
5935;177
5936;439
5937;673
5938;856
5939;921
5940;944
5941;954
5942;836
5943;652
5944;428
5945;175
5946;0
5947;0
5948;0
5949;0
5950;0
5951;0
5952;0
5953;0
5954;0
5955;0
5956;0
5957;0
5958;0
5959;181
5960;438
5961;674
5962;851
5963;966
5964;1007
5965;966
5966;842
5967;661
5968;432
5969;177
5970;0
5971;0
5972;0
5973;0
5974;0
5975;0
5976;0
5977;0
5978;0
5979;0
5980;0
5981;0
5982;0
5983;172
5984;437
5985;676
5986;857
5987;978
5988;1009
5989;962
5990;847
5991;660
5992;429
5993;178
5994;0
5995;0
5996;0
5997;0
5998;0
5999;0
6000;0
6001;0
6002;0
6003;0
6004;0
6005;0
6006;0
6007;169
6008;428
6009;670
6010;858
6011;978
6012;1013
6013;966
6014;841
6015;663
6016;430
6017;177
6018;0
6019;0
6020;0
6021;0
6022;0
6023;0
6024;0
6025;0
6026;0
6027;0
6028;0
6029;0
6030;0
6031;176
6032;432
6033;676
6034;859
6035;978
6036;1012
6037;970
6038;844
6039;672
6040;436
6041;179
6042;0
6043;0
6044;0
6045;0
6046;0
6047;0
6048;0
6049;0
6050;0
6051;0
6052;0
6053;0
6054;0
6055;194
6056;458
6057;694
6058;881
6059;997
6060;1027
6061;978
6062;851
6063;677
6064;435
6065;176
6066;0
6067;0
6068;0
6069;0
6070;0
6071;0
6072;0
6073;0
6074;0
6075;0
6076;0
6077;0
6078;0
6079;191
6080;447
6081;687
6082;871
6083;991
6084;1019
6085;975
6086;848
6087;675
6088;435
6089;178
6090;0
6091;0
6092;0
6093;0
6094;0
6095;0
6096;0
6097;0
6098;0
6099;0
6100;0
6101;0
6102;0
6103;177
6104;426
6105;666
6106;858
6107;981
6108;1014
6109;975
6110;848
6111;666
6112;427
6113;170
6114;0
6115;0
6116;0
6117;0
6118;0
6119;0
6120;0
6121;0
6122;0
6123;0
6124;0
6125;0
6126;0
6127;167
6128;413
6129;652
6130;844
6131;970
6132;1008
6133;963
6134;837
6135;660
6136;424
6137;171
6138;0
6139;0
6140;0
6141;0
6142;0
6143;0
6144;0
6145;0
6146;0
6147;0
6148;0
6149;0
6150;0
6151;173
6152;425
6153;666
6154;852
6155;968
6156;989
6157;803
6158;515
6159;311
6160;353
6161;169
6162;0
6163;0
6164;0
6165;0
6166;0
6167;0
6168;0
6169;0
6170;0
6171;0
6172;0
6173;0
6174;0
6175;180
6176;431
6177;670
6178;856
6179;972
6180;926
6181;779
6182;757
6183;612
6184;410
6185;164
6186;0
6187;0
6188;0
6189;0
6190;0
6191;0
6192;0
6193;0
6194;0
6195;0
6196;0
6197;0
6198;0
6199;185
6200;438
6201;675
6202;853
6203;972
6204;1008
6205;947
6206;656
6207;643
6208;393
6209;168
6210;0
6211;0
6212;0
6213;0
6214;0
6215;0
6216;0
6217;0
6218;0
6219;0
6220;0
6221;0
6222;0
6223;90
6224;400
6225;625
6226;756
6227;935
6228;921
6229;683
6230;801
6231;291
6232;39
6233;29
6234;0
6235;0
6236;0
6237;0
6238;0
6239;0
6240;0
6241;0
6242;0
6243;0
6244;0
6245;0
6246;0
6247;80
6248;349
6249;657
6250;851
6251;968
6252;1009
6253;967
6254;833
6255;659
6256;419
6257;168
6258;0
6259;0
6260;0
6261;0
6262;0
6263;0
6264;0
6265;0
6266;0
6267;0
6268;0
6269;0
6270;0
6271;201
6272;459
6273;698
6274;878
6275;998
6276;1022
6277;980
6278;835
6279;664
6280;425
6281;168
6282;0
6283;0
6284;0
6285;0
6286;0
6287;0
6288;0
6289;0
6290;0
6291;0
6292;0
6293;0
6294;0
6295;211
6296;475
6297;712
6298;893
6299;1009
6300;1032
6301;984
6302;848
6303;671
6304;432
6305;173
6306;0
6307;0
6308;0
6309;0
6310;0
6311;0
6312;0
6313;0
6314;0
6315;0
6316;0
6317;0
6318;0
6319;209
6320;466
6321;698
6322;880
6323;998
6324;1021
6325;978
6326;832
6327;662
6328;421
6329;168
6330;0
6331;0
6332;0
6333;0
6334;0
6335;0
6336;0
6337;0
6338;0
6339;0
6340;0
6341;0
6342;0
6343;215
6344;465
6345;701
6346;883
6347;1001
6348;1029
6349;975
6350;801
6351;660
6352;424
6353;171
6354;0
6355;0
6356;0
6357;0
6358;0
6359;0
6360;0
6361;0
6362;0
6363;0
6364;0
6365;0
6366;0
6367;208
6368;452
6369;692
6370;890
6371;1009
6372;1031
6373;986
6374;844
6375;671
6376;431
6377;172
6378;0
6379;0
6380;0
6381;0
6382;0
6383;0
6384;0
6385;0
6386;0
6387;0
6388;0
6389;0
6390;0
6391;221
6392;480
6393;706
6394;896
6395;1009
6396;1036
6397;969
6398;838
6399;666
6400;418
6401;170
6402;0
6403;0
6404;0
6405;0
6406;0
6407;0
6408;0
6409;0
6410;0
6411;0
6412;0
6413;0
6414;0
6415;220
6416;475
6417;709
6418;895
6419;1007
6420;1028
6421;983
6422;830
6423;634
6424;425
6425;170
6426;0
6427;0
6428;0
6429;0
6430;0
6431;0
6432;0
6433;0
6434;0
6435;0
6436;0
6437;0
6438;0
6439;225
6440;482
6441;717
6442;899
6443;1011
6444;1031
6445;986
6446;847
6447;654
6448;421
6449;170
6450;0
6451;0
6452;0
6453;0
6454;0
6455;0
6456;0
6457;0
6458;0
6459;0
6460;0
6461;0
6462;0
6463;231
6464;484
6465;719
6466;895
6467;1011
6468;1037
6469;985
6470;855
6471;667
6472;425
6473;170
6474;0
6475;0
6476;0
6477;0
6478;0
6479;0
6480;0
6481;0
6482;0
6483;0
6484;0
6485;0
6486;0
6487;228
6488;486
6489;720
6490;901
6491;1012
6492;1042
6493;957
6494;854
6495;652
6496;422
6497;171
6498;0
6499;0
6500;0
6501;0
6502;0
6503;0
6504;0
6505;0
6506;0
6507;0
6508;0
6509;0
6510;5
6511;188
6512;379
6513;687
6514;878
6515;992
6516;1015
6517;932
6518;840
6519;636
6520;323
6521;50
6522;0
6523;0
6524;0
6525;0
6526;0
6527;0
6528;0
6529;0
6530;0
6531;0
6532;0
6533;0
6534;8
6535;233
6536;472
6537;669
6538;864
6539;1002
6540;1026
6541;973
6542;830
6543;615
6544;389
6545;134
6546;0
6547;0
6548;0
6549;0
6550;0
6551;0
6552;0
6553;0
6554;0
6555;0
6556;0
6557;0
6558;9
6559;242
6560;509
6561;743
6562;921
6563;1031
6564;1066
6565;1006
6566;882
6567;677
6568;432
6569;166
6570;0
6571;0
6572;0
6573;0
6574;0
6575;0
6576;0
6577;0
6578;0
6579;0
6580;0
6581;0
6582;17
6583;233
6584;492
6585;721
6586;898
6587;1011
6588;1051
6589;991
6590;859
6591;661
6592;417
6593;161
6594;0
6595;0
6596;0
6597;0
6598;0
6599;0
6600;0
6601;0
6602;0
6603;0
6604;0
6605;0
6606;19
6607;223
6608;484
6609;719
6610;895
6611;1008
6612;1053
6613;992
6614;766
6615;647
6616;376
6617;164
6618;0
6619;0
6620;0
6621;0
6622;0
6623;0
6624;0
6625;0
6626;0
6627;0
6628;0
6629;0
6630;8
6631;203
6632;465
6633;730
6634;893
6635;999
6636;1043
6637;988
6638;855
6639;665
6640;417
6641;158
6642;0
6643;0
6644;0
6645;0
6646;0
6647;0
6648;0
6649;0
6650;0
6651;0
6652;0
6653;0
6654;23
6655;224
6656;484
6657;717
6658;895
6659;1012
6660;1033
6661;962
6662;847
6663;641
6664;413
6665;162
6666;0
6667;0
6668;0
6669;0
6670;0
6671;0
6672;0
6673;0
6674;0
6675;0
6676;0
6677;0
6678;23
6679;230
6680;489
6681;719
6682;897
6683;1003
6684;1041
6685;996
6686;866
6687;659
6688;413
6689;161
6690;0
6691;0
6692;0
6693;0
6694;0
6695;0
6696;0
6697;0
6698;0
6699;0
6700;0
6701;0
6702;24
6703;231
6704;489
6705;730
6706;899
6707;1010
6708;1053
6709;986
6710;857
6711;630
6712;411
6713;159
6714;0
6715;0
6716;0
6717;0
6718;0
6719;0
6720;0
6721;0
6722;0
6723;0
6724;0
6725;0
6726;28
6727;256
6728;514
6729;732
6730;817
6731;906
6732;810
6733;825
6734;718
6735;487
6736;359
6737;159
6738;0
6739;0
6740;0
6741;0
6742;0
6743;0
6744;0
6745;0
6746;0
6747;0
6748;0
6749;0
6750;29
6751;250
6752;508
6753;742
6754;914
6755;1030
6756;1062
6757;562
6758;593
6759;595
6760;402
6761;165
6762;0
6763;0
6764;0
6765;0
6766;0
6767;0
6768;0
6769;0
6770;0
6771;0
6772;0
6773;0
6774;10
6775;225
6776;446
6777;655
6778;860
6779;636
6780;983
6781;606
6782;808
6783;664
6784;345
6785;59
6786;0
6787;0
6788;0
6789;0
6790;0
6791;0
6792;0
6793;0
6794;0
6795;0
6796;0
6797;0
6798;21
6799;259
6800;285
6801;274
6802;239
6803;654
6804;1030
6805;984
6806;864
6807;635
6808;241
6809;143
6810;0
6811;0
6812;0
6813;0
6814;0
6815;0
6816;0
6817;0
6818;0
6819;0
6820;0
6821;0
6822;22
6823;145
6824;493
6825;408
6826;578
6827;990
6828;939
6829;102
6830;594
6831;306
6832;427
6833;125
6834;0
6835;0
6836;0
6837;0
6838;0
6839;0
6840;0
6841;0
6842;0
6843;0
6844;0
6845;0
6846;35
6847;259
6848;520
6849;755
6850;931
6851;1002
6852;1026
6853;656
6854;473
6855;521
6856;400
6857;149
6858;0
6859;0
6860;0
6861;0
6862;0
6863;0
6864;0
6865;0
6866;0
6867;0
6868;0
6869;0
6870;12
6871;233
6872;508
6873;736
6874;842
6875;1004
6876;512
6877;393
6878;147
6879;59
6880;37
6881;55
6882;0
6883;0
6884;0
6885;0
6886;0
6887;0
6888;0
6889;0
6890;0
6891;0
6892;0
6893;0
6894;38
6895;264
6896;530
6897;668
6898;823
6899;820
6900;781
6901;586
6902;312
6903;374
6904;314
6905;135
6906;0
6907;0
6908;0
6909;0
6910;0
6911;0
6912;0
6913;0
6914;0
6915;0
6916;0
6917;0
6918;6
6919;125
6920;76
6921;148
6922;129
6923;214
6924;474
6925;463
6926;178
6927;157
6928;217
6929;138
6930;0
6931;0
6932;0
6933;0
6934;0
6935;0
6936;0
6937;0
6938;0
6939;0
6940;0
6941;0
6942;38
6943;116
6944;198
6945;700
6946;740
6947;805
6948;480
6949;512
6950;479
6951;623
6952;419
6953;133
6954;0
6955;0
6956;0
6957;0
6958;0
6959;0
6960;0
6961;0
6962;0
6963;0
6964;0
6965;0
6966;33
6967;84
6968;342
6969;414
6970;934
6971;1042
6972;985
6973;799
6974;844
6975;663
6976;417
6977;163
6978;0
6979;0
6980;0
6981;0
6982;0
6983;0
6984;0
6985;0
6986;0
6987;0
6988;0
6989;0
6990;48
6991;269
6992;529
6993;753
6994;930
6995;1038
6996;1072
6997;973
6998;699
6999;670
7000;418
7001;152
7002;0
7003;0
7004;0
7005;0
7006;0
7007;0
7008;0
7009;0
7010;0
7011;0
7012;0
7013;0
7014;45
7015;240
7016;513
7017;755
7018;911
7019;1039
7020;1038
7021;838
7022;746
7023;598
7024;418
7025;159
7026;0
7027;0
7028;0
7029;0
7030;0
7031;0
7032;0
7033;0
7034;0
7035;0
7036;0
7037;0
7038;43
7039;285
7040;520
7041;748
7042;927
7043;1045
7044;1038
7045;936
7046;826
7047;609
7048;384
7049;147
7050;0
7051;0
7052;0
7053;0
7054;0
7055;0
7056;0
7057;0
7058;0
7059;0
7060;0
7061;0
7062;30
7063;298
7064;531
7065;749
7066;908
7067;922
7068;889
7069;898
7070;761
7071;667
7072;291
7073;135
7074;0
7075;0
7076;0
7077;0
7078;0
7079;0
7080;0
7081;0
7082;0
7083;0
7084;0
7085;0
7086;6
7087;158
7088;515
7089;750
7090;929
7091;979
7092;947
7093;931
7094;710
7095;549
7096;419
7097;175
7098;0
7099;0
7100;0
7101;0
7102;0
7103;0
7104;0
7105;0
7106;0
7107;0
7108;0
7109;0
7110;18
7111;186
7112;269
7113;693
7114;497
7115;776
7116;850
7117;747
7118;485
7119;128
7120;45
7121;64
7122;0
7123;0
7124;0
7125;0
7126;0
7127;0
7128;0
7129;0
7130;0
7131;0
7132;0
7133;0
7134;7
7135;39
7136;196
7137;502
7138;890
7139;484
7140;322
7141;255
7142;448
7143;546
7144;141
7145;62
7146;0
7147;0
7148;0
7149;0
7150;0
7151;0
7152;0
7153;0
7154;0
7155;0
7156;0
7157;0
7158;54
7159;270
7160;539
7161;766
7162;942
7163;1038
7164;1053
7165;943
7166;462
7167;369
7168;398
7169;170
7170;0
7171;0
7172;0
7173;0
7174;0
7175;0
7176;0
7177;0
7178;0
7179;0
7180;0
7181;0
7182;57
7183;293
7184;552
7185;779
7186;948
7187;1049
7188;1070
7189;780
7190;805
7191;535
7192;230
7193;159
7194;0
7195;0
7196;0
7197;0
7198;0
7199;0
7200;0
7201;0
7202;0
7203;0
7204;0
7205;0
7206;59
7207;298
7208;559
7209;780
7210;943
7211;1016
7212;1018
7213;731
7214;749
7215;586
7216;412
7217;172
7218;0
7219;0
7220;0
7221;0
7222;0
7223;0
7224;0
7225;0
7226;0
7227;0
7228;0
7229;0
7230;36
7231;158
7232;447
7233;275
7234;493
7235;931
7236;903
7237;753
7238;202
7239;302
7240;442
7241;172
7242;0
7243;0
7244;0
7245;0
7246;0
7247;0
7248;0
7249;0
7250;0
7251;0
7252;0
7253;0
7254;62
7255;308
7256;570
7257;790
7258;959
7259;1062
7260;1060
7261;901
7262;151
7263;671
7264;393
7265;180
7266;0
7267;0
7268;0
7269;0
7270;0
7271;0
7272;0
7273;0
7274;0
7275;0
7276;0
7277;0
7278;63
7279;306
7280;564
7281;786
7282;955
7283;1056
7284;1083
7285;1005
7286;801
7287;646
7288;424
7289;174
7290;0
7291;0
7292;0
7293;0
7294;0
7295;0
7296;0
7297;0
7298;0
7299;0
7300;0
7301;0
7302;17
7303;292
7304;545
7305;759
7306;945
7307;1055
7308;1064
7309;999
7310;738
7311;253
7312;366
7313;171
7314;0
7315;0
7316;0
7317;0
7318;0
7319;0
7320;0
7321;0
7322;0
7323;0
7324;0
7325;0
7326;23
7327;296
7328;504
7329;764
7330;945
7331;1010
7332;996
7333;902
7334;682
7335;505
7336;427
7337;175
7338;0
7339;0
7340;0
7341;0
7342;0
7343;0
7344;0
7345;0
7346;0
7347;0
7348;0
7349;0
7350;9
7351;44
7352;427
7353;769
7354;935
7355;870
7356;1013
7357;913
7358;790
7359;596
7360;419
7361;169
7362;0
7363;0
7364;0
7365;0
7366;0
7367;0
7368;0
7369;0
7370;0
7371;0
7372;0
7373;0
7374;32
7375;258
7376;400
7377;689
7378;869
7379;707
7380;738
7381;994
7382;636
7383;604
7384;333
7385;151
7386;0
7387;0
7388;0
7389;0
7390;0
7391;0
7392;0
7393;0
7394;0
7395;0
7396;0
7397;0
7398;12
7399;44
7400;92
7401;128
7402;448
7403;573
7404;675
7405;530
7406;561
7407;543
7408;49
7409;156
7410;0
7411;0
7412;0
7413;0
7414;0
7415;0
7416;0
7417;0
7418;0
7419;0
7420;0
7421;0
7422;34
7423;97
7424;353
7425;0
7426;0
7427;1010
7428;962
7429;1000
7430;604
7431;507
7432;241
7433;183
7434;0
7435;0
7436;0
7437;0
7438;0
7439;0
7440;0
7441;0
7442;0
7443;0
7444;0
7445;0
7446;29
7447;121
7448;326
7449;0
7450;377
7451;932
7452;847
7453;460
7454;130
7455;508
7456;176
7457;125
7458;0
7459;0
7460;0
7461;0
7462;0
7463;0
7464;0
7465;0
7466;0
7467;0
7468;0
7469;0
7470;13
7471;70
7472;109
7473;147
7474;594
7475;825
7476;916
7477;1038
7478;843
7479;403
7480;437
7481;181
7482;0
7483;0
7484;0
7485;0
7486;0
7487;0
7488;0
7489;0
7490;0
7491;0
7492;0
7493;0
7494;6
7495;68
7496;335
7497;409
7498;427
7499;265
7500;305
7501;175
7502;115
7503;94
7504;69
7505;23
7506;0
7507;0
7508;0
7509;0
7510;0
7511;0
7512;0
7513;0
7514;0
7515;0
7516;0
7517;0
7518;43
7519;99
7520;237
7521;393
7522;604
7523;729
7524;732
7525;600
7526;811
7527;666
7528;39
7529;168
7530;0
7531;0
7532;0
7533;0
7534;0
7535;0
7536;0
7537;0
7538;0
7539;0
7540;0
7541;0
7542;66
7543;137
7544;368
7545;660
7546;903
7547;965
7548;322
7549;822
7550;176
7551;277
7552;59
7553;134
7554;0
7555;0
7556;0
7557;0
7558;0
7559;0
7560;0
7561;0
7562;0
7563;0
7564;0
7565;0
7566;28
7567;126
7568;213
7569;69
7570;109
7571;527
7572;322
7573;984
7574;699
7575;441
7576;89
7577;17
7578;0
7579;0
7580;0
7581;0
7582;0
7583;0
7584;0
7585;0
7586;0
7587;0
7588;0
7589;0
7590;36
7591;277
7592;487
7593;759
7594;949
7595;1003
7596;984
7597;1006
7598;855
7599;581
7600;264
7601;132
7602;0
7603;0
7604;0
7605;0
7606;0
7607;0
7608;0
7609;0
7610;0
7611;0
7612;0
7613;0
7614;71
7615;277
7616;445
7617;688
7618;928
7619;1037
7620;875
7621;925
7622;869
7623;592
7624;331
7625;185
7626;0
7627;0
7628;0
7629;0
7630;0
7631;0
7632;0
7633;0
7634;0
7635;0
7636;0
7637;0
7638;57
7639;270
7640;462
7641;771
7642;948
7643;890
7644;966
7645;903
7646;870
7647;239
7648;242
7649;202
7650;0
7651;0
7652;0
7653;0
7654;0
7655;0
7656;0
7657;0
7658;0
7659;0
7660;0
7661;0
7662;18
7663;79
7664;147
7665;321
7666;511
7667;415
7668;441
7669;952
7670;724
7671;634
7672;398
7673;191
7674;0
7675;0
7676;0
7677;0
7678;0
7679;0
7680;0
7681;0
7682;0
7683;0
7684;0
7685;0
7686;38
7687;217
7688;497
7689;723
7690;835
7691;962
7692;692
7693;633
7694;396
7695;166
7696;433
7697;189
7698;0
7699;0
7700;0
7701;0
7702;0
7703;0
7704;0
7705;0
7706;0
7707;0
7708;0
7709;0
7710;21
7711;254
7712;538
7713;719
7714;910
7715;934
7716;1057
7717;996
7718;815
7719;628
7720;395
7721;174
7722;0
7723;0
7724;0
7725;0
7726;0
7727;0
7728;0
7729;0
7730;0
7731;0
7732;0
7733;0
7734;55
7735;279
7736;410
7737;568
7738;824
7739;989
7740;1028
7741;974
7742;660
7743;563
7744;392
7745;173
7746;0
7747;0
7748;0
7749;0
7750;0
7751;0
7752;0
7753;0
7754;0
7755;0
7756;0
7757;0
7758;58
7759;306
7760;552
7761;767
7762;934
7763;1051
7764;1022
7765;888
7766;816
7767;152
7768;129
7769;122
7770;0
7771;0
7772;0
7773;0
7774;0
7775;0
7776;0
7777;0
7778;0
7779;0
7780;0
7781;0
7782;65
7783;307
7784;542
7785;766
7786;938
7787;1044
7788;1028
7789;958
7790;835
7791;146
7792;90
7793;63
7794;0
7795;0
7796;0
7797;0
7798;0
7799;0
7800;0
7801;0
7802;0
7803;0
7804;0
7805;0
7806;29
7807;32
7808;96
7809;136
7810;158
7811;226
7812;276
7813;639
7814;350
7815;311
7816;261
7817;79
7818;0
7819;0
7820;0
7821;0
7822;0
7823;0
7824;0
7825;0
7826;0
7827;0
7828;0
7829;0
7830;6
7831;64
7832;128
7833;115
7834;233
7835;920
7836;719
7837;391
7838;870
7839;637
7840;433
7841;188
7842;0
7843;0
7844;0
7845;0
7846;0
7847;0
7848;0
7849;0
7850;0
7851;0
7852;0
7853;0
7854;49
7855;159
7856;145
7857;458
7858;186
7859;580
7860;281
7861;558
7862;870
7863;671
7864;464
7865;209
7866;0
7867;0
7868;0
7869;0
7870;0
7871;0
7872;0
7873;0
7874;0
7875;0
7876;0
7877;0
7878;59
7879;233
7880;391
7881;692
7882;724
7883;858
7884;787
7885;607
7886;143
7887;464
7888;131
7889;66
7890;0
7891;0
7892;0
7893;0
7894;0
7895;0
7896;0
7897;0
7898;0
7899;0
7900;0
7901;0
7902;12
7903;134
7904;317
7905;264
7906;407
7907;529
7908;736
7909;710
7910;729
7911;673
7912;411
7913;187
7914;0
7915;0
7916;0
7917;0
7918;0
7919;0
7920;0
7921;0
7922;0
7923;0
7924;0
7925;0
7926;42
7927;114
7928;156
7929;0
7930;888
7931;1046
7932;1099
7933;1045
7934;914
7935;701
7936;469
7937;201
7938;0
7939;0
7940;0
7941;0
7942;0
7943;0
7944;0
7945;0
7946;0
7947;0
7948;0
7949;0
7950;22
7951;107
7952;269
7953;0
7954;852
7955;845
7956;833
7957;781
7958;745
7959;594
7960;299
7961;223
7962;0
7963;0
7964;0
7965;0
7966;0
7967;0
7968;0
7969;0
7970;0
7971;0
7972;0
7973;0
7974;36
7975;123
7976;265
7977;483
7978;741
7979;756
7980;656
7981;965
7982;565
7983;318
7984;287
7985;25
7986;0
7987;0
7988;0
7989;0
7990;0
7991;0
7992;0
7993;0
7994;0
7995;0
7996;0
7997;0
7998;45
7999;198
8000;267
8001;448
8002;662
8003;802
8004;937
8005;843
8006;821
8007;404
8008;471
8009;218
8010;0
8011;0
8012;0
8013;0
8014;0
8015;0
8016;0
8017;0
8018;0
8019;0
8020;0
8021;0
8022;55
8023;304
8024;535
8025;758
8026;895
8027;922
8028;770
8029;830
8030;866
8031;511
8032;477
8033;199
8034;0
8035;0
8036;0
8037;0
8038;0
8039;0
8040;0
8041;0
8042;0
8043;0
8044;0
8045;0
8046;56
8047;289
8048;542
8049;736
8050;905
8051;921
8052;792
8053;906
8054;144
8055;63
8056;122
8057;177
8058;0
8059;0
8060;0
8061;0
8062;0
8063;0
8064;0
8065;0
8066;0
8067;0
8068;0
8069;0
8070;6
8071;26
8072;59
8073;104
8074;291
8075;268
8076;451
8077;798
8078;844
8079;675
8080;455
8081;223
8082;0
8083;0
8084;0
8085;0
8086;0
8087;0
8088;0
8089;0
8090;0
8091;0
8092;0
8093;0
8094;44
8095;289
8096;548
8097;775
8098;961
8099;1014
8100;838
8101;929
8102;797
8103;590
8104;108
8105;137
8106;0
8107;0
8108;0
8109;0
8110;0
8111;0
8112;0
8113;0
8114;0
8115;0
8116;0
8117;0
8118;26
8119;203
8120;350
8121;481
8122;787
8123;395
8124;854
8125;1022
8126;707
8127;289
8128;147
8129;237
8130;8
8131;0
8132;0
8133;0
8134;0
8135;0
8136;0
8137;0
8138;0
8139;0
8140;0
8141;0
8142;48
8143;171
8144;496
8145;723
8146;900
8147;991
8148;940
8149;154
8150;80
8151;87
8152;69
8153;118
8154;10
8155;0
8156;0
8157;0
8158;0
8159;0
8160;0
8161;0
8162;0
8163;0
8164;0
8165;0
8166;21
8167;62
8168;185
8169;560
8170;889
8171;874
8172;894
8173;973
8174;599
8175;396
8176;197
8177;225
8178;17
8179;0
8180;0
8181;0
8182;0
8183;0
8184;0
8185;0
8186;0
8187;0
8188;0
8189;0
8190;16
8191;76
8192;48
8193;68
8194;83
8195;106
8196;185
8197;555
8198;628
8199;400
8200;262
8201;117
8202;15
8203;0
8204;0
8205;0
8206;0
8207;0
8208;0
8209;0
8210;0
8211;0
8212;0
8213;0
8214;10
8215;50
8216;85
8217;99
8218;187
8219;377
8220;445
8221;301
8222;452
8223;108
8224;98
8225;128
8226;20
8227;0
8228;0
8229;0
8230;0
8231;0
8232;0
8233;0
8234;0
8235;0
8236;0
8237;0
8238;24
8239;102
8240;223
8241;271
8242;397
8243;625
8244;729
8245;958
8246;529
8247;114
8248;285
8249;162
8250;15
8251;0
8252;0
8253;0
8254;0
8255;0
8256;0
8257;0
8258;0
8259;0
8260;0
8261;0
8262;23
8263;100
8264;185
8265;144
8266;461
8267;1060
8268;1047
8269;855
8270;333
8271;148
8272;111
8273;205
8274;13
8275;0
8276;0
8277;0
8278;0
8279;0
8280;0
8281;0
8282;0
8283;0
8284;0
8285;0
8286;31
8287;169
8288;106
8289;254
8290;0
8291;1037
8292;1047
8293;1025
8294;928
8295;538
8296;428
8297;204
8298;18
8299;0
8300;0
8301;0
8302;0
8303;0
8304;0
8305;0
8306;0
8307;0
8308;0
8309;0
8310;22
8311;57
8312;286
8313;477
8314;597
8315;651
8316;717
8317;867
8318;425
8319;589
8320;359
8321;119
8322;17
8323;0
8324;0
8325;0
8326;0
8327;0
8328;0
8329;0
8330;0
8331;0
8332;0
8333;0
8334;21
8335;186
8336;285
8337;151
8338;435
8339;700
8340;950
8341;982
8342;782
8343;571
8344;65
8345;114
8346;20
8347;0
8348;0
8349;0
8350;0
8351;0
8352;0
8353;0
8354;0
8355;0
8356;0
8357;0
8358;27
8359;87
8360;239
8361;292
8362;512
8363;469
8364;519
8365;590
8366;908
8367;480
8368;409
8369;239
8370;29
8371;0
8372;0
8373;0
8374;0
8375;0
8376;0
8377;0
8378;0
8379;0
8380;0
8381;0
8382;35
8383;250
8384;383
8385;638
8386;380
8387;167
8388;167
8389;232
8390;402
8391;454
8392;347
8393;135
8394;24
8395;0
8396;0
8397;0
8398;0
8399;0
8400;0
8401;0
8402;0
8403;0
8404;0
8405;0
8406;28
8407;186
8408;402
8409;660
8410;673
8411;1034
8412;911
8413;1053
8414;509
8415;726
8416;335
8417;204
8418;29
8419;0
8420;0
8421;0
8422;0
8423;0
8424;0
8425;0
8426;0
8427;0
8428;0
8429;0
8430;9
8431;126
8432;226
8433;497
8434;760
8435;918
8436;609
8437;586
8438;163
8439;545
8440;323
8441;125
8442;25
8443;0
8444;0
8445;0
8446;0
8447;0
8448;0
8449;0
8450;0
8451;0
8452;0
8453;0
8454;13
8455;53
8456;65
8457;116
8458;364
8459;588
8460;581
8461;624
8462;160
8463;91
8464;125
8465;102
8466;20
8467;0
8468;0
8469;0
8470;0
8471;0
8472;0
8473;0
8474;0
8475;0
8476;0
8477;0
8478;35
8479;133
8480;428
8481;621
8482;710
8483;950
8484;825
8485;723
8486;705
8487;173
8488;182
8489;251
8490;24
8491;0
8492;0
8493;0
8494;0
8495;0
8496;0
8497;0
8498;0
8499;0
8500;0
8501;0
8502;23
8503;191
8504;284
8505;616
8506;899
8507;971
8508;945
8509;559
8510;497
8511;342
8512;234
8513;31
8514;20
8515;0
8516;0
8517;0
8518;0
8519;0
8520;0
8521;0
8522;0
8523;0
8524;0
8525;0
8526;19
8527;24
8528;97
8529;134
8530;236
8531;184
8532;337
8533;576
8534;688
8535;629
8536;464
8537;261
8538;33
8539;0
8540;0
8541;0
8542;0
8543;0
8544;0
8545;0
8546;0
8547;0
8548;0
8549;0
8550;38
8551;165
8552;200
8553;213
8554;488
8555;867
8556;979
8557;829
8558;440
8559;728
8560;419
